Code   Colat Long   alt(m) year    D         I        H      X     Y      Z      F
SIT2  32.933 224.667    24 1986.5   26.770   73.855  15826  14130   7128  54671  56916
SIT2  32.933 224.667    24 1987.5   26.617   73.852  15820  14143   7088  54635  56880
SIT2  32.933 224.667    24 1988.5   26.462   73.867  15799  14144   7040  54616  56856
SIT2  32.933 224.667    24 1989.5   26.298   73.878  15781  14148   6992  54597  56832
SIT2  32.933 224.667    24 1990.5   26.125   73.873  15777  14165   6947  54562  56797
SIT2  32.933 224.667    24 1991.5   25.962   73.882  15759  14169   6899  54533  56764
SIT2  32.933 224.667    24 1992.5   25.782   73.860  15770  14200   6859  54494  56730
SIT2  32.933 224.667    24 1993.5   25.582   73.848  15770  14224   6810  54454  56692
SIT2  32.933 224.667    24 1994.5   25.377   73.842  15766  14245   6757  54413  56651
SIT2  32.933 224.667    24 1995.5   25.152   73.820  15775  14279   6705  54371  56614
SIT2  32.933 224.667    24 1996.5   24.915   73.795  15788  14319   6651  54329  56576
SIT2  32.933 224.667    24 1997.5   24.668   73.782  15792  14351   6591  54294  56544
SIT2  32.933 224.667    24 1998.5   24.412   73.778  15788  14377   6525  54266  56516
SIT2  32.933 224.667    24 1999.5   24.147   73.763  15794  14412   6461  54236  56489
SIT2  32.933 224.667    24 2000.5   23.865   73.758  15794  14444   6390  54215  56469
SIT2  32.933 224.667    24 2001.5   23.577   73.742  15802  14483   6320  54183  56440
SIT2  32.933 224.667    24 2002.5   23.290   73.727  15809  14521   6250  54153  56414
SIT2  32.933 224.667    24 2003.5   23.002   73.722  15805  14548   6176  54126  56386
SIT2  32.933 224.667    24 2004.5   22.718   73.702  15816  14589   6108  54090  56355
SIT2  32.933 224.667    24 2005.5   22.432   73.688  15819  14622   6036  54054  56321
SIT2  32.933 224.667    24 2006.5   22.142   73.662  15829  14661   5966  54005  56276
SIT2  32.933 224.667    24 2007.5   21.837   73.653  15828  14693   5887  53964  56238
SIT2  32.933 224.667    24 2008.5   21.528   73.643  15827  14723   5808  53922  56196
SIT2  32.933 224.667    24 2009.5   21.218   73.625  15829  14756   5729  53871  56149
SIT2  32.933 224.667    24 2010.5   20.903   73.615  15824  14783   5646  53817  56096
SIT2  32.933 224.667    24 2011.5   20.582   73.602  15819  14810   5561  53757  56036
SIT2  32.933 224.667    24 2012.5   20.258   73.592  15810  14832   5474  53690  55969
SIT2  32.933 224.667    24 2013.5   19.953   73.573  15805  14856   5393  53610  55891
SIT2  32.933 224.667    24 2014.5   19.675   73.557  15797  14875   5319  53525  55808
SIT2  32.933 224.667    24 2015.5   19.417   73.547  15783  14885   5247  53442  55723
SIT2  32.933 224.667    24 2016.5   19.170   73.513  15786  14911   5184  53342  55629
SIT1  32.950 224.667  -999 1902.5   29.852   74.800  15441  13392   7686  56832  58892
SIT1  32.950 224.667  -999 1903.5   29.898   74.780  15457  13400   7705  56813  58878
SIT1  32.950 224.667  -999 1904.5   29.930   74.768  15475  13411   7721  56834  58903
SIT1  32.950 224.667  -999 1905.5   29.985   74.737  15494  13420   7743  56784  58860
SIT1  32.950 224.667  -999 1906.5   30.050   74.705  15513  13428   7768  56725  58808
SIT1  32.950 224.667  -999 1907.5   30.118   74.640  15529  13432   7792  56537  58631
SIT1  32.950 224.667  -999 1908.5   30.177   74.608  15546  13439   7814  56474  58575
SIT1  32.950 224.667  -999 1909.5   30.218   74.578  15560  13446   7831  56406  58513
SIT1  32.950 224.667  -999 1910.5   30.273   74.537  15577  13453   7853  56312  58427
SIT1  32.950 224.667  -999 1911.5   30.318   74.507  15590  13458   7870  56242  58363
SIT1  32.950 224.667  -999 1912.5   30.348   74.480  15599  13461   7881  56175  58301
SIT1  32.950 224.667  -999 1913.5   30.367   74.462  15606  13465   7889  56128  58257
SIT1  32.950 224.667  -999 1914.5   30.382   74.443  15605  13462   7892  56055  58187
SIT1  32.950 224.667  -999 1915.5   30.387   74.442  15593  13451   7887  56008  58138
SIT1  32.950 224.667  -999 1916.5   30.398   74.428  15585  13443   7887  55923  58054
SIT1  32.950 224.667  -999 1917.5   30.412   74.413  15584  13440   7889  55866  57999
SIT1  32.950 224.667  -999 1918.5   30.415   74.397  15580  13436   7888  55790  57925
SIT1  32.950 224.667  -999 1919.5   30.445   74.388  15578  13430   7894  55748  57884
SIT1  32.950 224.667  -999 1920.5   30.470   74.368  15574  13423   7897  55662  57800
SIT1  32.950 224.667  -999 1921.5   30.475   74.377  15570  13419   7897  55679  57815
SIT1  32.950 224.667  -999 1922.5   30.485   74.373  15560  13409   7894  55631  57766
SIT1  32.950 224.667  -999 1923.5   30.482   74.367  15552  13403   7889  55573  57708
SIT1  32.950 224.667  -999 1924.5   30.477   74.363  15540  13393   7882  55523  57656
SIT1  32.950 224.667  -999 1925.5   30.450   74.367  15528  13386   7869  55491  57623
SIT1  32.950 224.667  -999 1926.5   30.412   74.373  15510  13376   7851  55451  57579
SIT1  32.950 224.667  -999 1927.5   30.377   74.373  15497  13370   7837  55399  57526
SIT1  32.950 224.667  -999 1928.5   30.333   74.372  15485  13365   7820  55357  57482
SIT1  32.950 224.667  -999 1929.5   30.288   74.373  15473  13361   7804  55318  57441
SIT1  32.950 224.667  -999 1930.5   30.253   74.372  15461  13355   7790  55267  57389
SIT1  32.950 224.667  -999 1931.5   30.217   74.353  15459  13359   7780  55195  57319
SIT1  32.950 224.667  -999 1932.5   30.183   74.345  15456  13360   7771  55155  57280
SIT1  32.950 224.667  -999 1933.5   30.138   74.338  15456  13367   7760  55125  57251
SIT1  32.950 224.667  -999 1934.5   30.090   74.337  15457  13374   7750  55128  57254
SIT1  32.950 224.667  -999 1935.5   30.043   74.328  15456  13379   7738  55092  57219
SIT1  32.950 224.667  -999 1936.5   30.002   74.323  15452  13382   7726  55060  57187
SIT1  32.950 224.667  -999 1937.5   29.960   74.328  15442  13379   7712  55039  57164
SIT1  32.950 224.667  -999 1938.5   29.927   74.323  15442  13383   7703  55023  57149
SIT1  32.950 224.667  -999 1939.5   29.882   74.318  15451  13397   7698  55039  57167
SVE   33.167  60.633  -999 1841.5    6.617  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1842.5    6.733  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1843.5    6.850  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1844.5    6.917  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1845.5    7.000  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1846.5    7.083  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1847.5    7.183  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1848.5    7.200  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1849.5    7.383  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1850.5    7.433  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1851.5    7.467  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1852.5    7.567  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1853.5    7.700  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1854.5    7.683  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1855.5    7.683  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1856.5    7.700  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1857.5    7.750  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1858.5    7.867  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1859.5    7.933  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1860.5    7.983  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1861.5    8.050  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1862.5    8.033  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1863.5    8.133  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1864.5    8.267  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1865.5    8.433  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1866.5    8.500  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1867.5    8.517  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1868.5    8.483  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1869.5    8.600  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1870.5    8.667  888.888  88888  88888  88888  88888  88888
SVE   33.167  60.633  -999 1887.5    9.252   70.582  17815  17583   2864  50537  53585
SVE   33.167  60.633  -999 1888.5    9.285   70.607  17812  17579   2874  50599  53642
SVE   33.167  60.633  -999 1889.5    9.327   70.605  17809  17574   2886  50586  53629
SVE   33.167  60.633  -999 1890.5    9.372   70.605  17810  17572   2900  50588  53632
SVE   33.167  60.633  -999 1891.5    9.438   70.625  17802  17561   2919  50622  53661
SVE   33.167  60.633  -999 1892.5    9.522   70.653  17791  17546   2943  50671  53703
SVE   33.167  60.633  -999 1893.5    9.577   70.652  17801  17553   2961  50694  53729
SVE   33.167  60.633  -999 1894.5    9.657   70.667  17799  17547   2986  50731  53763
SVE   33.167  60.633  -999 1895.5    9.722   70.663  17808  17552   3007  50748  53781
SVE   33.167  60.633  -999 1896.5    9.792   70.667  17811  17552   3029  50766  53799
SVE   33.167  60.633  -999 1897.5    9.853   70.667  17812  17549   3048  50768  53802
SVE   33.167  60.633  -999 1898.5    9.927   70.688  17802  17535   3069  50801  53830
SVE   33.167  60.633  -999 1899.5    9.993   70.700  17795  17525   3088  50815  53840
SVE   33.167  60.633  -999 1900.5   10.067   70.713  17789  17515   3109  50835  53858
SVE   33.167  60.633  -999 1901.5   10.143   70.722  17778  17500   3131  50828  53847
SVE   33.167  60.633  -999 1902.5   10.223   70.737  17763  17481   3153  50827  53841
SVE   33.167  60.633  -999 1903.5   10.307   70.760  17738  17452   3174  50821  53828
SVE   33.167  60.633  -999 1904.5   10.382   70.778  17721  17431   3193  50826  53827
SVE   33.167  60.633  -999 1905.5   10.453   70.805  17692  17398   3210  50819  53811
SVE   33.167  60.633  -999 1906.5   10.517   70.825  17664  17367   3224  50796  53780
SVE   33.167  60.633  -999 1907.5   10.592   70.870  17623  17323   3239  50806  53776
SVE   33.167  60.633  -999 1908.5   10.663   70.913  17581  17277   3253  50809  53765
SVE   33.167  60.633  -999 1909.5   10.747   70.960  17529  17222   3269  50794  53734
SVE   33.167  60.633  -999 1910.5   10.812   71.012  17476  17166   3278  50786  53709
SVE   33.167  60.633  -999 1911.5   10.870   71.072  17415  17103   3284  50785  53688
SVE   33.167  60.633  -999 1912.5   10.912   71.133  17356  17042   3285  50790  53674
SVE   33.167  60.633  -999 1913.5   10.957   71.202  17290  16975   3286  50792  53654
SVE   33.167  60.633  -999 1914.5   11.002   71.270  17219  16903   3286  50786  53626
SVE   33.167  60.633  -999 1915.5   11.043   71.353  17142  16825   3284  50797  53611
SVE   33.167  60.633  -999 1916.5   11.063   71.427  17070  16753   3276  50800  53591
SVE   33.167  60.633  -999 1917.5   11.062   71.497  17000  16684   3262  50796  53565
SVE   33.167  60.633  -999 1918.5   11.055   71.562  16936  16622   3248  50797  53546
SVE   33.167  60.633  -999 1919.5   11.047   71.635  16872  16559   3233  50823  53550
SVE   33.167  60.633  -999 1920.5   11.032   71.702  16812  16501   3217  50843  53551
SVE   33.167  60.633  -999 1921.5   11.025   71.768  16754  16445   3204  50865  53553
SVE   33.167  60.633  -999 1922.5   11.023   71.840  16692  16384   3192  50890  53558
SVE   33.167  60.633  -999 1923.5   11.005   71.903  16638  16332   3176  50915  53565
SVE   33.167  60.633  -999 1924.5   11.013   71.973  16578  16273   3167  50942  53571
SVE   33.167  60.633  -999 1925.5   11.017   72.050  16513  16209   3156  50974  53582
SVE   33.167  60.633  -999 1926.5   11.017   72.142  16443  16140   3142  51033  53616
SVE   33.167  60.633  -999 1927.5   10.992   72.203  16389  16088   3125  51053  53619
SVE   33.167  60.633  -999 1928.5   10.975   72.278  16335  16036   3110  51117  53664
SVE   33.167  60.633  -999 1929.5   10.953   72.338  16285  15988   3094  51145  53675
SVE   33.167  60.633  -999 1930.5   10.940   72.403  16231  15936   3080  51178  53690
SVE   33.167  60.633  -999 1931.5   10.910   72.448  16200  15907   3066  51220  53721
SVD   33.267  61.067  -999 1932.5   12.828   72.148  16311  15904   3621  50648  53210
SVD   33.267  61.067  -999 1933.5   12.830   72.197  16278  15872   3614  50690  53239
SVD   33.267  61.067  -999 1934.5   12.837   72.245  16247  15841   3609  50741  53279
SVD   33.267  61.067  -999 1935.5   12.855   72.302  16209  15803   3605  50795  53318
SVD   33.267  61.067  -999 1936.5   12.875   72.357  16176  15769   3604  50862  53372
SVD   33.267  61.067  -999 1937.5   12.902   72.412  16145  15737   3604  50933  53431
SVD   33.267  61.067  -999 1938.5   12.923   72.460  16119  15711   3604  50998  53485
SVD   33.267  61.067  -999 1939.5   12.935   72.497  16102  15693   3604  51061  53540
SVD   33.267  61.067  -999 1940.5   12.953   72.537  16084  15675   3605  51130  53600
SVD   33.267  61.067  -999 1941.5   12.982   72.582  16065  15654   3608  51209  53670
SVD   33.267  61.067  -999 1942.5   12.990   72.607  16059  15648   3609  51268  53724
SVD   33.267  61.067  -999 1943.5   13.022   72.645  16040  15628   3613  51326  53774
SVD   33.267  61.067  -999 1944.5   13.050   72.672  16029  15615   3619  51374  53816
SVD   33.267  61.067  -999 1945.5   13.107   72.705  16014  15597   3631  51430  53865
SVD   33.267  61.067  -999 1946.5   13.200   72.758  15983  15561   3649  51501  53924
SVD   33.267  61.067  -999 1947.5   13.273   72.788  15969  15542   3666  51553  53970
SVD   33.267  61.067  -999 1948.5   13.343   72.815  15959  15528   3682  51603  54014
SVD   33.267  61.067  -999 1949.5   13.417   72.842  15949  15514   3700  51658  54064
SVD   33.267  61.067  -999 1950.5   13.487   72.865  15944  15504   3718  51715  54117
SVD   33.267  61.067  -999 1951.5   13.558   72.890  15938  15494   3736  51776  54173
SVD   33.267  61.067  -999 1952.5   13.615   72.912  15937  15489   3751  51842  54236
SVD   33.267  61.067  -999 1953.5   13.650   72.920  15945  15495   3762  51896  54290
SVD   33.267  61.067  -999 1954.5   13.677   72.930  15951  15499   3771  51950  54344
SVD   33.267  61.067  -999 1955.5   13.705   72.948  15951  15497   3778  52005  54396
SVD   33.267  61.067  -999 1956.5   13.728   72.973  15944  15489   3783  52064  54451
SVD   33.267  61.067  -999 1957.5   13.728   72.983  15946  15491   3784  52101  54487
SVD   33.267  61.067  -999 1958.5   13.710   72.982  15952  15498   3780  52116  54503
SVD   33.267  61.067  -999 1959.5   13.690   72.985  15959  15506   3777  52149  54536
SVD   33.267  61.067  -999 1960.5   13.667   72.988  15967  15515   3772  52186  54574
SVD   33.267  61.067  -999 1961.5   13.622   72.977  15988  15539   3765  52214  54607
SVD   33.267  61.067  -999 1962.5   13.588   72.967  16003  15555   3759  52233  54630
SVD   33.267  61.067  -999 1963.5   13.570   72.965  16011  15564   3756  52254  54652
SVD   33.267  61.067  -999 1964.5   13.543   72.955  16024  15579   3752  52262  54664
SVD   33.267  61.067  -999 1965.5   13.508   72.943  16036  15593   3745  52265  54670
SVD   33.267  61.067  -999 1966.5   13.478   72.942  16037  15596   3738  52265  54670
SVD   33.267  61.067  -999 1967.5   13.428   72.940  16039  15601   3725  52264  54670
SVD   33.267  61.067  -999 1968.5   13.357   72.930  16048  15614   3707  52260  54669
SVD   33.267  61.067  -999 1969.5   13.267   72.908  16066  15637   3687  52250  54664
SVD   33.267  61.067  -999 1970.5   13.168   72.893  16079  15656   3663  52243  54661
SVD   33.267  61.067  -999 1971.5   13.090   72.872  16098  15680   3646  52233  54657
SVD   33.267  61.067  -999 1972.5   13.013   72.860  16110  15696   3628  52235  54663
SVD   33.267  61.067  -999 1973.5   12.948   72.852  16120  15710   3612  52243  54673
SVD   33.267  61.067  -999 1974.5   12.897   72.853  16125  15718   3599  52261  54692
SVD   33.267  61.067  -999 1975.5   12.838   72.843  16138  15734   3586  52272  54706
SVD   33.267  61.067  -999 1976.5   12.807   72.842  16143  15741   3578  52282  54717
TMK   33.533  84.933  -999 1958.5   10.023   74.567  15783  15542   2747  57169  59308
TMK   33.533  84.933  -999 1959.5    9.982   74.585  15792  15553   2737  57277  59414
TMK   33.533  84.933  -999 1960.5    9.878   74.572  15810  15576   2712  57288  59430
TMK   33.533  84.933  -999 1961.5    9.787   74.552  15839  15609   2692  57313  59461
TMK   33.533  84.933  -999 1962.5    9.698   74.535  15858  15631   2671  57319  59472
TMK   33.533  84.933  -999 1963.5    9.633   74.532  15865  15641   2655  57328  59483
TMK   33.533  84.933  -999 1964.5    9.547   74.510  15885  15665   2635  57316  59477
TMK   33.533  84.933  -999 1965.5    9.460   74.492  15901  15685   2613  57306  59471
TMK   33.533  84.933  -999 1966.5    9.415   74.488  15903  15689   2601  57298  59464
TMK   33.533  84.933  -999 1967.5    9.355   74.477  15910  15698   2586  57282  59450
TMK   33.533  84.933  -999 1968.5    9.303   74.455  15926  15717   2575  57254  59428
TMK   33.533  84.933  -999 1969.5    9.218   74.430  15945  15739   2554  57226  59406
ARS   33.567  58.567   290 1973.5   11.745   72.418  16663  16314   3392  52587  55164
ARS   33.567  58.567   290 1974.5   11.687   72.417  16671  16325   3377  52604  55182
ARS   33.567  58.567   290 1975.5   11.637   72.410  16681  16338   3365  52618  55199
ARS   33.567  58.567   290 1976.5   11.618   72.412  16685  16343   3360  52636  55217
ARS   33.567  58.567   290 1977.5   11.605   72.418  16684  16343   3356  52652  55232
ARS   33.567  58.567   290 1978.5   11.620   72.440  16670  16328   3358  52681  55256
ARS   33.567  58.567   290 1979.5   11.615   72.453  16662  16321   3355  52696  55267
ARS   33.567  58.567   290 1980.5   11.617   72.463  16653  16312   3353  52700  55269
ARS   33.567  58.567   290 1981.5   11.635   72.492  16630  16288   3354  52715  55276
ARS   33.567  58.567   290 1982.5   11.662   72.520  16604  16261   3356  52726  55279
ARS   33.567  58.567   290 1983.5   11.675   72.533  16590  16247   3357  52726  55274
ARS   33.567  58.567   290 1984.5   11.697   72.557  16568  16224   3359  52730  55272
ARS   33.567  58.567   290 1985.5   11.720   72.573  16553  16208   3362  52737  55273
ARS   33.567  58.567   290 1986.5   11.740   72.597  16535  16189   3364  52750  55280
ARS   33.567  58.567   290 1987.5   11.758   72.613  16522  16176   3367  52764  55290
ARS   33.567  58.567   290 1988.5   11.797   72.642  16500  16151   3373  52786  55305
ARS   33.567  58.567   290 1989.5   11.838   72.668  16480  16129   3381  52808  55320
ARS   33.567  58.567   290 1990.5   11.853   72.677  16474  16122   3384  52817  55326
ARS   33.567  58.567   290 1991.5   11.890   72.695  16460  16107   3391  52834  55338
ARS   33.567  58.567   290 1992.5   11.918   72.703  16456  16101   3398  52846  55349
ARS   33.567  58.567   290 1993.5   11.963   72.717  16449  16092   3410  52866  55365
ARS   33.567  58.567   290 1994.5   12.043   72.740  16435  16073   3429  52898  55391
ARS   33.567  58.567   290 1995.5   12.100   72.757  16428  16063   3444  52928  55419
ARS   33.567  58.567   290 1996.5   12.153   72.777  16418  16050   3456  52962  55449
ARS   33.567  58.567   290 1997.5   12.212   72.807  16401  16030   3470  53006  55485
ARS   33.567  58.567   290 1998.5   12.275   72.843  16380  16005   3483  53057  55527
ARS   33.567  58.567   290 1999.5   12.315   72.862  16374  15997   3492  53100  55567
ARS   33.567  58.567   290 2000.5   12.348   72.887  16363  15985   3499  53149  55610
ARS   33.567  58.567   290 2001.5   12.377   72.913  16353  15973   3505  53202  55659
ARS   33.567  58.567   290 2002.5   12.402   72.942  16343  15962   3510  53260  55711
ARS   33.567  58.567   290 2003.5   12.508   72.980  16322  15935   3535  53322  55764
ARS   33.567  58.567   290 2004.5   12.537   73.005  16310  15922   3539  53366  55804
ARS   33.567  58.567   290 2005.5   12.607   73.035  16293  15900   3556  53411  55841
ARS   33.567  58.567   290 2006.5   12.637   73.053  16286  15891   3563  53446  55872
ARS   33.567  58.567   290 2007.5   12.695   73.085  16267  15869   3575  53489  55908
ARS   33.567  58.567   290 2008.5   12.768   73.118  16247  15845   3591  53533  55945
ARS   33.567  58.567   290 2009.5   12.842   73.150  16228  15822   3607  53579  55983
ARS   33.567  58.567   290 2010.5   12.932   73.195  16198  15788   3625  53634  56027
ARS   33.567  58.567   290 2011.5   13.018   73.238  16171  15755   3642  53690  56072
ARS   33.567  58.567   290 2012.5   13.120   73.282  16144  15723   3665  53748  56120
ARS   33.567  58.567   290 2013.5   13.213   73.317  16123  15696   3685  53799  56163
ARS   33.567  58.567   290 2014.5   13.297   73.352  16101  15669   3703  53846  56202
ARS   33.567  58.567   290 2015.5   13.392   73.402  16069  15632   3721  53912  56256
RSV   34.150  12.450  -999 1907.5   -9.803   68.720  17420  17166  -2966  44727  48000
RSV   34.150  12.450  -999 1908.5   -9.692   68.725  17403  17155  -2930  44694  47963
RSV   34.150  12.450  -999 1909.5   -9.572   68.732  17386  17144  -2891  44666  47930
RSV   34.150  12.450  -999 1910.5   -9.452   68.737  17375  17139  -2853  44648  47910
RSV   34.150  12.450  -999 1911.5   -9.313   68.747  17359  17130  -2809  44631  47888
RSV   34.150  12.450  -999 1912.5   -9.177   68.757  17342  17120  -2766  44610  47862
RSV   34.150  12.450  -999 1913.5   -9.032   68.777  17319  17104  -2719  44597  47842
RSV   34.150  12.450  -999 1914.5   -8.867   68.803  17293  17086  -2665  44592  47828
RSV   34.150  12.450  -999 1915.5   -8.712   68.843  17257  17058  -2614  44591  47814
RSV   34.150  12.450  -999 1916.5   -8.550   68.878  17229  17038  -2561  44599  47811
RSV   34.150  12.450  -999 1917.5   -8.407   68.912  17198  17013  -2514  44599  47800
RSV   34.150  12.450  -999 1918.5   -8.258   68.942  17167  16989  -2466  44587  47778
RSV   34.150  12.450  -999 1919.5   -8.097   68.970  17144  16973  -2415  44592  47774
RSV   34.150  12.450  -999 1920.5   -7.927   68.993  17124  16960  -2361  44596  47771
RSV   34.150  12.450  -999 1921.5   -7.753   69.020  17105  16949  -2308  44607  47774
RSV   34.150  12.450  -999 1922.5   -7.563   69.043  17087  16938  -2249  44615  47775
RSV   34.150  12.450  -999 1923.5   -7.377   69.060  17073  16932  -2192  44615  47770
RSV   34.150  12.450  -999 1924.5   -7.173   69.085  17053  16920  -2129  44621  47768
RSV   34.150  12.450  -999 1925.5   -6.962   69.120  17025  16899  -2064  44631  47768
RSV   34.150  12.450  -999 1926.5   -6.753   69.167  16992  16874  -1998  44654  47778
RSV   34.150  12.450  -999 1927.5   -6.557   69.193  16974  16863  -1938  44670  47786
RSV   34.150  12.450  -999 1928.5   -6.367   69.232  16948  16843  -1879  44691  47797
RSV   34.150  12.450  -999 1929.5   -6.183   69.270  16924  16826  -1823  44718  47814
RSV   34.150  12.450  -999 1930.5   -6.007   69.317  16893  16800  -1768  44747  47830
RSV   34.150  12.450  -999 1931.5   -5.840   69.342  16879  16791  -1717  44767  47843
RSV   34.150  12.450  -999 1932.5   -5.665   69.385  16855  16773  -1664  44805  47870
RSV   34.150  12.450  -999 1933.5   -5.493   69.417  16839  16762  -1612  44838  47896
RSV   34.150  12.450  -999 1934.5   -5.322   69.448  16824  16751  -1560  44875  47925
RSV   34.150  12.450  -999 1935.5   -5.147   69.492  16804  16736  -1507  44927  47967
RSV   34.150  12.450  -999 1936.5   -4.982   69.532  16786  16723  -1458  44972  48003
RSV   34.150  12.450  -999 1937.5   -4.822   69.573  16767  16708  -1409  45022  48043
RSV   34.150  12.450  -999 1938.5   -4.672   69.612  16752  16696  -1364  45071  48083
RSV   34.150  12.450  -999 1939.5   -4.525   69.637  16745  16693  -1321  45113  48120
RSV   34.150  12.450  -999 1940.5   -4.380   69.663  16739  16690  -1278  45162  48164
RSV   34.150  12.450  -999 1941.5   -4.235   69.692  16730  16684  -1235  45207  48203
RSV   34.150  12.450  -999 1942.5   -4.110   69.708  16727  16684  -1199  45240  48233
RSV   34.150  12.450  -999 1943.5   -3.975   69.740  16714  16674  -1159  45281  48267
RSV   34.150  12.450  -999 1944.5   -3.850   69.760  16710  16672  -1122  45318  48301
RSV   34.150  12.450  -999 1945.5   -3.725   69.782  16701  16666  -1085  45349  48327
RSV   34.150  12.450  -999 1946.5   -3.580   69.822  16680  16647  -1042  45386  48354
RSV   34.150  12.450  -999 1947.5   -3.452   69.838  16677  16647  -1004  45419  48384
RSV   34.150  12.450  -999 1948.5   -3.328   69.845  16676  16648   -968  45435  48399
RSV   34.150  12.450  -999 1949.5   -3.203   69.858  16675  16649   -932  45465  48426
RSV   34.150  12.450  -999 1950.5   -3.080   69.862  16685  16661   -896  45498  48461
RSV   34.150  12.450  -999 1951.5   -2.955   69.867  16692  16670   -860  45529  48492
RSV   34.150  12.450  -999 1952.5   -2.837   69.867  16701  16681   -827  45554  48519
RSV   34.150  12.450  -999 1953.5   -2.730   69.858  16713  16694   -796  45568  48536
RSV   34.150  12.450  -999 1954.5   -2.627   69.852  16726  16708   -767  45586  48558
RSV   34.150  12.450  -999 1955.5   -2.527   69.855  16733  16717   -738  45616  48588
RSV   34.150  12.450  -999 1956.5   -2.430   69.873  16732  16717   -709  45657  48626
RSV   34.150  12.450  -999 1957.5   -2.350   69.877  16738  16724   -686  45683  48653
RSV   34.150  12.450  -999 1958.5   -2.282   69.875  16749  16736   -667  45707  48679
RSV   34.150  12.450  -999 1959.5   -2.212   69.877  16759  16747   -647  45737  48711
RSV   34.150  12.450  -999 1960.5   -2.140   69.877  16771  16759   -626  45772  48748
RSV   34.150  12.450  -999 1961.5   -2.080   69.862  16794  16783   -610  45798  48780
RSV   34.150  12.450  -999 1962.5   -2.013   69.847  16814  16804   -591  45815  48803
RSV   34.150  12.450  -999 1963.5   -1.950   69.842  16825  16815   -573  45833  48824
RSV   34.150  12.450  -999 1964.5   -1.907   69.830  16841  16832   -560  45847  48842
RSV   34.150  12.450  -999 1965.5   -1.860   69.818  16859  16850   -547  45867  48867
RSV   34.150  12.450  -999 1966.5   -1.812   69.817  16868  16860   -533  45887  48889
RSV   34.150  12.450  -999 1967.5   -1.770   69.817  16878  16870   -521  45914  48918
RSV   34.150  12.450  -999 1968.5   -1.747   69.807  16895  16887   -515  45937  48945
RSV   34.150  12.450  -999 1969.5   -1.730   69.795  16917  16909   -511  45966  48980
RSV   34.150  12.450  -999 1970.5   -1.708   69.787  16936  16928   -505  45997  49016
RSV   34.150  12.450  -999 1971.5   -1.682   69.768  16963  16956   -498  46025  49051
RSV   34.150  12.450  -999 1972.5   -1.637   69.758  16985  16978   -485  46059  49091
RSV   34.150  12.450  -999 1973.5   -1.582   69.750  17006  17000   -469  46096  49133
RSV   34.150  12.450  -999 1974.5   -1.498   69.748  17021  17015   -445  46133  49173
RSV   34.150  12.450  -999 1975.5   -1.425   69.740  17041  17036   -424  46168  49213
RSV   34.150  12.450  -999 1976.5   -1.328   69.737  17058  17053   -395  46204  49252
RSV   34.150  12.450  -999 1977.5   -1.227   69.732  17071  17067   -365  46226  49277
RSV   34.150  12.450  -999 1978.5   -1.100   69.747  17071  17068   -328  46266  49315
RSV   34.150  12.450  -999 1979.5   -0.980   69.748  17077  17075   -292  46286  49336
RSV   34.150  12.450  -999 1980.5   -0.860   69.753  17078  17076   -256  46300  49349
KZN   34.167  48.850    80 1914.5    8.355   69.387  17868  17678   2596  47497  50748
KZN   34.167  48.850    80 1915.5    8.405   69.498  17806  17615   2602  47614  50835
KZN   34.167  48.850    80 1916.5    8.465   69.565  17737  17544   2610  47598  50796
KZN   34.167  48.850    80 1917.5    8.522   69.637  17673  17478   2618  47609  50784
