Code   Colat Long   alt(m) year    D         I        H      X     Y      Z      F
MBC   13.683 240.633    40 1962.8   65.828   87.608   2419    991   2205  57907  57957
MBC   13.683 240.633    40 1963.5   65.468   87.598   2429   1009   2208  57896  57947
MBC   13.683 240.633    40 1964.5   65.207   87.588   2439   1023   2212  57904  57955
MBC   13.683 240.633    40 1965.5   64.880   87.573   2454   1042   2220  57916  57968
MBC   13.683 240.633    40 1966.5   64.608   87.555   2474   1061   2233  57947  58000
MBC   13.683 240.633    40 1967.5   64.453   87.538   2492   1075   2247  57975  58028
MBC   13.683 240.633    40 1968.5   64.335   87.525   2507   1086   2258  58009  58063
MBC   13.683 240.633    40 1969.5   64.223   87.505   2529   1100   2276  58037  58092
MBC   13.683 240.633    40 1970.5   64.050   87.470   2566   1123   2306  58076  58132
MBC   13.683 240.633    40 1971.5   64.005   87.453   2585   1133   2322  58101  58158
MBC   13.683 240.633    40 1972.5   63.793   87.437   2602   1149   2333  58135  58193
MBC   13.683 240.633    40 1973.5   63.495   87.422   2620   1169   2343  58167  58226
MBC   13.683 240.633    40 1974.5   62.928   87.417   2626   1195   2337  58207  58266
MBC   13.683 240.633    40 1975.5   62.305   87.413   2632   1223   2329  58242  58301
MBC   13.683 240.633    40 1976.5   62.005   87.407   2638   1238   2328  58249  58308
MBC   13.683 240.633    40 1977.5   61.693   87.407   2639   1251   2322  58248  58307
MBC   13.683 240.633    40 1978.5   61.152   87.415   2631   1269   2303  58255  58314
MBC   13.683 240.633    40 1979.5   60.735   87.422   2623   1282   2287  58243  58302
MBC   13.683 240.633    40 1980.5   60.432   87.437   2607   1286   2266  58214  58272
MBC   13.683 240.633    40 1981.5   60.182   87.440   2603   1294   2257  58200  58258
MBC   13.683 240.633    40 1982.5   59.942   87.455   2586   1295   2237  58191  58248
MBC   13.683 240.633    40 1983.5   59.835   87.475   2565   1289   2217  58175  58231
MBC   13.683 240.633    40 1984.5   59.538   87.485   2555   1295   2201  58141  58197
MBC   13.683 240.633    40 1985.5   59.020   87.508   2528   1301   2166  58095  58150
MBC   13.683 240.633    40 1986.5   58.470   87.512   2522   1319   2149  58052  58107
MBC   13.683 240.633    40 1987.5   58.158   87.523   2510   1324   2131  58011  58065
MBC   13.683 240.633    40 1988.5   57.595   87.538   2493   1336   2104  57988  58041
MBC   13.683 240.633    40 1989.5   57.010   87.543   2487   1354   2085  57962  58015
MBC   13.683 240.633    40 1990.5   56.307   87.548   2480   1376   2063  57929  57982
MBC   13.683 240.633    40 1991.5   55.472   87.547   2481   1406   2043  57906  57959
MBC   13.683 240.633    40 1992.5   54.552   87.557   2469   1432   2011  57877  57929
MBC   13.683 240.633    40 1993.5   53.623   87.575   2450   1453   1972  57853  57905
MBC   13.683 240.633    40 1994.5   52.628   87.583   2441   1482   1940  57841  57892
MBC   13.683 240.633    40 1995.5   51.423   87.583   2441   1522   1908  57817  57868
MBC   13.683 240.633    40 1996.5   50.165   87.580   2443   1565   1876  57792  57844
MBC   13.683 240.633    40 1997.2   48.998   87.588   2434   1597   1837  57794  57845
RES   15.317 265.100    30 1952.5  -97.700  888.888  88888  88888  88888  88888  88888
RES   15.317 265.100    30 1953.5  -96.700  888.888  88888  88888  88888  88888  88888
RES   15.317 265.100    30 1954.5  -95.990   89.090    920    -96   -915  57978  57985
RES   15.317 265.100    30 1955.5  -94.355   89.102    909    -69   -906  58006  58013
RES   15.317 265.100    30 1956.5  -92.597   89.107    905    -41   -904  58027  58034
RES   15.317 265.100    30 1957.5  -91.522   89.108    903    -24   -903  58072  58079
RES   15.317 265.100    30 1958.5  -89.417   89.127    884      9   -884  58042  58049
RES   15.317 265.100    30 1959.5  -87.872   89.150    862     32   -861  58039  58045
RES   15.317 265.100    30 1960.5  -86.365   89.160    852     54   -850  58059  58065
RES   15.317 265.100    30 1961.5  -85.123   89.165    847     72   -844  58083  58089
RES   15.317 265.100    30 1962.5  -84.132   89.180    831     85   -827  58110  58116
RES   15.317 265.100    30 1963.5  -82.452   89.190    822    108   -815  58127  58133
RES   15.317 265.100    30 1964.5  -81.680   89.203    809    117   -800  58151  58157
RES   15.317 265.100    30 1965.5  -80.527   89.210    802    132   -791  58177  58183
RES   15.317 265.100    30 1966.5  -79.753   89.220    793    141   -780  58215  58220
RES   15.317 265.100    30 1967.5  -78.705   89.232    781    153   -766  58257  58262
RES   15.317 265.100    30 1968.5  -77.535   89.245    769    166   -751  58298  58303
RES   15.317 265.100    30 1969.5  -76.258   89.260    754    179   -732  58327  58332
RES   15.317 265.100    30 1970.5  -74.893   89.273    741    193   -715  58381  58386
RES   15.317 265.100    30 1971.5  -74.065   89.288    725    199   -697  58424  58428
RES   15.317 265.100    30 1972.5  -72.068   89.293    721    222   -686  58451  58455
RES   15.317 265.100    30 1973.5  -69.868   89.288    726    250   -682  58515  58520
RES   15.317 265.100    30 1974.5  -67.965   89.285    730    274   -677  58567  58572
RES   15.317 265.100    30 1975.5  -65.888   89.275    742    303   -677  58585  58590
RES   15.317 265.100    30 1976.5  -63.907   89.257    759    334   -682  58599  58604
RES   15.317 265.100    30 1977.5  -61.828   89.235    782    369   -689  58600  58605
RES   15.317 265.100    30 1978.5  -60.175   89.217    802    399   -696  58604  58609
RES   15.317 265.100    30 1979.5  -59.095   89.180    839    431   -720  58589  58595
RES   15.317 265.100    30 1980.5  -58.183   89.153    865    456   -735  58563  58569
RES   15.317 265.100    30 1981.5  -57.317   89.133    885    478   -745  58544  58551
RES   15.317 265.100    30 1982.5  -56.683   89.125    894    491   -747  58525  58532
RES   15.317 265.100    30 1983.5  -56.205   89.108    910    506   -756  58492  58499
RES   15.317 265.100    30 1984.5  -55.950   89.088    931    521   -771  58457  58464
RES   15.317 265.100    30 1985.5  -54.588   89.067    951    551   -775  58423  58431
RES   15.317 265.100    30 1986.5  -53.460   89.047    971    578   -780  58386  58394
RES   15.317 265.100    30 1987.5  -52.192   89.030    989    606   -781  58338  58346
RES   15.317 265.100    30 1988.5  -51.163   89.003   1014    636   -790  58315  58324
RES   15.317 265.100    30 1989.5  -49.990   88.977   1041    669   -797  58288  58297
RES   15.317 265.100    30 1990.5  -48.683   88.950   1068    705   -802  58255  58265
RES   15.317 265.100    30 1991.5  -47.355   88.917   1101    746   -810  58227  58237
RES   15.317 265.100    30 1992.5  -46.182   88.887   1131    783   -816  58185  58196
RES   15.317 265.100    30 1993.5  -45.000   88.848   1168    826   -826  58154  58166
RES   15.317 265.100    30 1994.5  -43.528   88.807   1211    878   -834  58140  58153
RES   15.317 265.100    30 1995.5  -42.190   88.762   1255    930   -843  58106  58120
RES   15.317 265.100    30 1996.5  -40.697   88.708   1310    993   -854  58073  58088
RES   15.317 265.100    30 1997.5  -39.375   88.655   1364   1054   -865  58054  58070
RES   15.317 265.100    30 1998.5  -37.913   88.592   1427   1126   -877  58044  58062
RES   15.317 265.100    30 1999.5  -36.655   88.523   1496   1200   -893  58030  58049
RES   15.317 265.100    30 2000.5  -35.508   88.455   1565   1274   -909  58019  58040
RES   15.317 265.100    30 2001.5  -34.465   88.380   1640   1352   -928  58003  58026
RES   15.317 265.100    30 2002.5  -33.440   88.307   1715   1431   -945  57991  58016
RES   15.317 265.100    30 2003.5  -32.632   88.237   1786   1504   -963  58006  58033
RES   15.317 265.100    30 2004.5  -31.745   88.160   1863   1584   -980  57981  58011
RES   15.317 265.100    30 2005.5  329.077   88.087   1936   1661   -995  57963  57995
RES   15.317 265.100    30 2006.5  -30.048   88.010   2013   1742  -1008  57929  57964
RES   15.317 265.100    30 2007.5  -29.432   87.937   2086   1817  -1025  57906  57944
RES   15.317 265.100    30 2008.5  -28.790   87.863   2160   1892  -1039  57878  57918
RES   15.317 265.100    30 2009.5  -28.120   87.785   2236   1972  -1053  57838  57881
RES   15.317 265.100    30 2010.5  -27.375   87.710   2312   2053  -1063  57809  57856
RES   15.317 265.100    30 2011.5  -26.627   87.632   2389   2135  -1070  57771  57820
RES   15.317 265.100    30 2012.5  -25.860   87.550   2470   2223  -1078  57730  57782
RES   15.317 265.100    30 2013.5  -25.093   87.473   2545   2305  -1079  57674  57730
RES   15.317 265.100    30 2014.5  -24.287   87.403   2613   2382  -1074  57621  57680
RES   15.317 265.100    30 2015.5  -23.432   87.332   2683   2461  -1066  57590  57652
BJN1  15.517  19.233  -999 1933.2   -1.920   79.570   9497   9492   -318  51588  52455
BJN2  15.500  19.200    20 1951.5    1.505   79.932   9211   9208    242  51878  52689
BJN2  15.500  19.200    20 1952.5    1.683   79.963   9185   9181    270  51900  52706
BJN2  15.500  19.200    20 1953.5    1.833   79.967   9190   9185    294  51940  52747
BJN2  15.500  19.200    20 1954.5    2.000   79.968   9194   9188    321  51970  52777
BJN2  15.500  19.200    20 1955.5    2.217   79.973   9195   9188    356  52008  52815
BJN2  15.500  19.200    20 1956.5    2.333   79.977   9198   9190    374  52042  52849
BJN2  15.500  19.200    20 1957.5    2.417   79.982   9200   9192    388  52080  52886
BJN2  15.500  19.200    20 1958.5    2.483   79.985   9205   9196    399  52128  52934
BJN2  15.500  19.200    20 1959.5    2.533   79.985   9211   9202    407  52162  52969
BJN2  15.500  19.200    20 1960.5    2.583   79.988   9216   9207    415  52200  53007
BJN2  15.500  19.200    20 1961.5    2.617   79.983   9225   9215    421  52230  53038
BJN2  15.500  19.200    20 1962.5    2.650   79.988   9230   9220    427  52280  53089
BJN2  15.500  19.200    20 1963.5    2.667   79.988   9235   9225    430  52310  53119
BJN2  15.500  19.200    20 1964.5    2.700   79.987   9240   9230    435  52330  53140
BJN2  15.500  19.200    20 1965.5    2.733   79.983   9246   9235    441  52350  53160
BJN2  15.500  19.200    20 1966.5    2.750   79.980   9254   9243    444  52370  53181
BJN2  15.500  19.200    20 1967.5    2.750   79.978   9260   9249    444  52400  53212
BJN2  15.500  19.200    20 1968.5    2.700   79.983   9265   9255    436  52450  53262
BJN2  15.500  19.200    20 1969.5    2.617   79.985   9270   9260    423  52495  53307
BJN2  15.500  19.200    20 1970.5    2.500   79.990   9275   9266    405  52545  53357
BJN2  15.500  19.200    20 1971.5    2.467   79.992   9280   9271    399  52585  53398
BJN2  15.500  19.200    20 1972.5    2.450   79.997   9285   9277    397  52640  53453
BJN2  15.500  19.200    20 1973.5    2.417   79.993   9298   9290    392  52690  53504
BJN2  15.500  19.200    20 1974.5    2.467   80.008   9292   9283    400  52740  53552
BJN2  15.500  19.200    20 1975.5    2.500   80.012   9296   9287    405  52780  53592
BJN2  15.500  19.200    20 1976.5    2.600   80.017   9300   9290    422  52835  53647
BJN2  15.500  19.200    20 1977.5    2.717   80.017   9303   9293    441  52850  53663
BJN2  15.500  19.200    20 1978.5    2.900   80.027   9300   9288    471  52885  53696
BJN2  15.500  19.200    20 1979.5    3.117   80.035   9295   9281    505  52905  53715
BJN2  15.500  19.200    20 1980.5    3.205   80.052   9283   9268    519  52924  53732
BJN2  15.500  19.200    20 1981.5    3.350   80.090   9245   9229    540  52915  53717
BJN2  15.500  19.200    20 1982.5    3.450   80.108   9228   9211    555  52915  53714
BJN2  15.500  19.200    20 1983.5    3.550   80.135   9200   9182    570  52905  53699
BJN2  15.500  19.200    20 1984.5    3.617   80.155   9180   9162    579  52895  53686
BJN2  15.500  19.200    20 1985.5    3.700   80.180   9155   9136    591  52890  53676
BJN2  15.500  19.200    20 1986.5    3.783   80.205   9130   9110    602  52885  53667
BJN2  15.500  19.200    20 1987.5    3.882   80.230   9106   9085    616  52881  53659
BJN2  15.500  19.200    20 1988.5    4.105   80.270   9067   9043    649  52874  53646
BJN2  15.500  19.200    20 1989.5    4.172   80.290   9048   9024    658  52881  53650
BJN2  15.500  19.200    20 1990.5    4.273   80.312   9028   9003    673  52875  53640
BJN2  15.500  19.200    20 1991.5    4.390   80.335   9005   8979    689  52882  53643
BJN2  15.500  19.200    20 1992.5    4.522   80.355   8988   8960    709  52881  53639
BJN2  15.500  19.200    20 1993.5    4.698   80.367   8977   8947    735  52887  53644
BJN2  15.500  19.200    20 1994.5    4.862   80.382   8964   8932    760  52895  53649
BJN2  15.500  19.200    20 1995.5    5.067   80.403   8946   8911    790  52910  53661
BJN2  15.500  19.200    20 1996.5    5.292   80.413   8938   8900    824  52923  53673
BJN2  15.500  19.200    20 1997.5    5.525   80.430   8926   8885    859  52945  53692
BJN2  15.500  19.200    20 1998.5    5.773   80.447   8917   8872    897  52980  53725
BJN2  15.500  19.200    20 1999.5    5.983   80.460   8909   8861    929  53015  53758
BJN2  15.500  19.200    20 2000.5    6.217   80.477   8901   8849    964  53056  53797
BJN2  15.500  19.200    20 2001.5    6.440   80.485   8900   8844    998  53095  53836
BJN2  15.500  19.200    20 2002.5    6.652   80.508   8885   8825   1029  53139  53877
BJN2  15.500  19.200    20 2003.5    7.018   80.538   8867   8800   1083  53208  53942
BJN2  15.500  19.200    20 2004.5    7.262   80.545   8865   8794   1121  53232  53965
BJN2  15.500  19.200    20 2005.5    7.475   80.562   8855   8779   1152  53266  53997
BJN2  15.500  19.200    20 2006.5    7.638   80.562   8859   8780   1178  53288  54019
BJN2  15.500  19.200    20 2007.5    7.847   80.572   8856   8773   1209  53329  54059
BJN2  15.500  19.200    20 2008.5    8.123   80.582   8851   8762   1251  53358  54087
BJN2  15.500  19.200    20 2009.5    8.375   80.587   8849   8755   1289  53376  54104
BJN2  15.500  19.200    20 2010.5    8.590   80.573   8867   8768   1324  53406  54137
BJN2  15.500  19.200    20 2011.5    8.900   80.622   8827   8721   1366  53445  54169
BJN2  15.500  19.200    20 2012.5    9.250   80.643   8815   8700   1417  53497  54218
DIK   16.450  80.567    15 1933.5   27.943   82.902   7126   6293   3353  57227  57667
DIK   16.450  80.567    15 1934.5   27.907   82.937   7064   6240   3320  57005  57439
DIK   16.450  80.567    15 1935.5   28.042   82.987   6971   6151   3289  56651  57076
DIK   16.450  80.567    15 1936.5   28.107   83.017   6938   6118   3280  56631  57052
DIK   16.450  80.567    15 1937.5   28.202   83.048   6899   6079   3271  56558  56975
DIK   16.450  80.567    15 1938.5   28.282   83.093   6862   6042   3262  56636  57048
DIK   16.450  80.567    15 1939.5   28.372   83.138   6835   6013   3258  56790  57198
DIK   16.450  80.567    15 1940.5   28.500   83.192   6803   5978   3255  56971  57374
DIK   16.450  80.567    15 1941.5   28.650   83.213   6787   5955   3263  57026  57427
DIK   16.450  80.567    15 1942.5   28.680   83.247   6752   5923   3249  57016  57413
DIK   16.450  80.567    15 1943.5   28.803   83.282   6723   5891   3247  57067  57460
DIK   16.450  80.567    15 1944.5   28.993   83.297   6703   5863   3256  57024  57415
DIK   16.450  80.567    15 1946.5   29.417  888.888   6620   5767   3257  88888  88888
DIK   16.450  80.567    15 1948.5  888.888   83.470   6555  88888  88888  57272  57645
DIK   16.450  80.567    15 1949.5   29.845   83.475   6557   5688   3266  57333  57706
DIK   16.450  80.567    15 1950.5   30.135   83.500   6537   5652   3280  57379  57749
DIK   16.450  80.567    15 1951.5   30.292   83.533   6509   5619   3280  57427  57794
DIK   16.450  80.567    15 1952.5   30.425   83.563   6482   5588   3278  57470  57833
DIK   16.450  80.567    15 1953.5   30.500   83.588   6464   5570   3281  57513  57874
DIK   16.450  80.567    15 1954.5   30.517   83.617   6440   5548   3270  57555  57914
